trip_id,start_time,end_time,headway_secs
185D1I,24:45:00,25:45:00,3600
185D1I,25:45:00,26:40:00,3300
185D1I,26:40:00,27:30:00,3000
185D1V,4:35:00,5:25:00,3000
185D1V,5:25:00,7:56:00,1294
185D1V,7:56:00,20:25:00,569
185D1V,20:25:00,22:30:00,825
185D1V,22:30:00,23:10:00,2400
185D1V,23:10:00,24:11:00,3660
185D1V,24:11:00,25:10:00,3540
185D1V,25:10:00,26:08:00,3480
185D1V,26:08:00,27:01:00,3180
961D2I,6:50:00,7:20:00,1800
961D2I,7:20:00,22:30:00,933
961D2V,6:20:00,6:50:00,1800
961D2V,6:50:00,16:15:00,969
961D2V,16:15:00,16:28:00,1500
961D2V,16:28:00,16:40:00,720
961D2V,16:40:00,20:46:00,868
961D2V,20:46:00,22:20:00,1400
961D0I,6:35:00,6:55:00,1200
961D0I,6:55:00,8:38:00,618
961D0I,8:38:00,14:09:00,523
961D0I,14:09:00,22:06:00,842
961D0I,22:06:00,22:25:00,1140
961D0V,6:00:00,6:20:00,1200
961D0V,6:20:00,7:58:00,588
961D0V,7:58:00,8:20:00,660
961D0V,8:20:00,8:27:00,840
961D0V,8:27:00,8:34:00,210
961D0V,8:34:00,8:50:00,960
961D0V,8:50:00,8:58:00,480
961D0V,8:58:00,11:28:00,474
961D0V,11:28:00,14:54:00,651
961D0V,14:54:00,22:15:00,857
961D1I,6:50:00,7:15:00,1500
961D1I,7:15:00,15:43:00,871
961D1I,15:43:00,15:56:00,1500
961D1I,15:56:00,16:08:00,720
961D1I,16:08:00,22:20:00,847
961D1V,6:20:00,6:45:00,1500
961D1V,6:45:00,9:12:00,980
961D1V,9:12:00,9:25:00,1500
961D1V,9:25:00,9:38:00,780
961D1V,9:38:00,22:03:00,860
961D1V,22:03:00,22:25:00,1320
969D2I,8:25:00,8:52:00,1620
969D2I,8:52:00,22:20:00,1560
969D2V,8:00:00,8:30:00,1800
969D2V,8:30:00,22:20:00,1554
969D0I,6:55:00,7:25:00,1800
969D0I,7:25:00,8:10:00,1350
969D0I,8:10:00,21:50:00,965
969D0I,21:50:00,22:15:00,1500
969D0V,6:30:00,7:00:00,1800
969D0V,7:00:00,22:15:00,991
969D1I,7:20:00,8:08:00,2880
969D1I,8:08:00,22:25:00,1066
969D1V,7:00:00,7:45:00,2700
969D1V,7:45:00,22:30:00,1075
873D2I,7:00:00,7:30:00,1800
873D2I,7:30:00,21:12:00,1399
873D2I,21:12:00,22:00:00,2880
873D2V,7:00:00,7:35:00,2100
873D2V,7:35:00,21:30:00,1414
873D2V,21:30:00,22:30:00,3600
873D0I,6:30:00,6:48:00,1080
873D0I,6:48:00,8:37:00,934
873D0I,8:37:00,8:48:00,1380
873D0I,8:48:00,8:58:00,600
873D0I,8:58:00,9:18:00,1200
873D0I,9:18:00,9:28:00,1200
873D0I,9:28:00,9:38:00,600
873D0I,9:38:00,21:44:00,807
873D0I,21:44:00,22:10:00,1560
873D0V,6:30:00,6:47:00,1020
873D0V,6:47:00,21:21:00,795
873D0V,21:21:00,22:20:00,1170
873D1I,7:00:00,7:30:00,1800
873D1I,7:30:00,21:07:00,875
873D1I,21:07:00,22:20:00,1470
873D1V,7:00:00,7:30:00,1800
873D1V,7:30:00,8:17:00,1410
873D1V,8:17:00,8:43:00,1560
873D1V,8:43:00,8:56:00,1560
873D1V,8:56:00,9:09:00,780
873D1V,9:09:00,21:50:00,878
873D1V,21:50:00,22:15:00,1500
977D2I,5:40:00,6:25:00,2700
977D2I,6:25:00,8:13:00,1620
977D2I,8:13:00,9:03:00,1000
977D2I,9:03:00,9:15:00,1380
977D2I,9:15:00,9:27:00,720
977D2I,9:27:00,22:20:00,806
977D2V,5:00:00,5:45:00,2700
977D2V,5:45:00,6:50:00,1950
977D2V,6:50:00,7:53:00,1260
977D2V,7:53:00,8:55:00,930
977D2V,8:55:00,9:07:00,1380
977D2V,9:07:00,9:19:00,720
977D2V,9:19:00,20:26:00,800
977D2V,20:26:00,22:25:00,1188
977D0I,5:10:00,5:41:00,1860
977D0I,5:41:00,8:43:00,910
977D0I,8:43:00,22:25:00,690
977D0V,4:30:00,5:00:00,1800
977D0V,5:00:00,7:40:00,1371
977D0V,7:40:00,8:40:00,720
977D0V,8:40:00,8:51:00,1260
977D0V,8:51:00,9:02:00,660
977D0V,9:02:00,9:22:00,1200
977D0V,9:22:00,9:33:00,1260
977D0V,9:33:00,9:44:00,660
977D0V,9:44:00,22:07:00,686
977D0V,22:07:00,22:25:00,1080
977D1I,5:05:00,5:50:00,2700
977D1I,5:50:00,6:55:00,1950
977D1I,6:55:00,7:52:00,1140
977D1I,7:52:00,16:35:00,765
977D1I,16:35:00,16:46:00,1320
977D1I,16:46:00,16:57:00,660
977D1I,16:57:00,20:37:00,825
977D1I,20:37:00,22:35:00,1116
977D1V,4:30:00,5:10:00,2400
977D1V,5:10:00,6:13:00,1890
977D1V,6:13:00,7:49:00,1152
977D1V,7:49:00,21:57:00,771
977D1V,21:57:00,22:20:00,1380
754D2I,6:00:00,6:30:00,1800
754D2I,6:30:00,8:33:00,1476
754D2I,8:33:00,8:59:00,1560
754D2I,8:59:00,9:12:00,1560
754D2I,9:12:00,9:25:00,780
754D2I,9:25:00,20:49:00,892
754D2I,20:49:00,22:20:00,1320
754D2V,6:00:00,6:30:00,1800
754D2V,6:30:00,8:36:00,1512
754D2V,8:36:00,21:20:00,917
754D2V,21:20:00,22:20:00,1800
754D0I,6:00:00,6:17:00,1020
754D0I,6:17:00,8:26:00,860
754D0I,8:26:00,8:37:00,1320
754D0I,8:37:00,8:48:00,660
754D0I,8:48:00,20:03:00,736
754D0I,20:03:00,22:20:00,1140
754D0V,5:30:00,6:10:00,2400
754D0V,6:10:00,7:41:00,1092
754D0V,7:41:00,8:12:00,930
754D0V,8:12:00,8:22:00,1200
754D0V,8:22:00,8:32:00,300
754D0V,8:32:00,8:52:00,1200
754D0V,8:52:00,9:02:00,600
754D0V,9:02:00,19:01:00,749
754D0V,19:01:00,19:13:00,1380
754D0V,19:13:00,19:24:00,660
754D0V,19:24:00,20:50:00,860
754D0V,20:50:00,22:20:00,1095
754D1I,6:00:00,6:30:00,1800
754D1I,6:30:00,8:30:00,1440
754D1I,8:30:00,9:33:00,945
754D1I,9:33:00,9:46:00,1500
754D1I,9:46:00,9:59:00,780
754D1I,9:59:00,20:20:00,828
754D1I,20:20:00,22:30:00,1500
754D1V,6:00:00,6:30:00,1800
754D1V,6:30:00,8:55:00,1243
754D1V,8:55:00,20:24:00,827
754D1V,20:24:00,22:20:00,1365
809D2I,6:35:00,7:20:00,2700
809D2I,7:20:00,9:01:00,1212
809D2I,9:01:00,22:15:00,860
809D2V,6:00:00,6:45:00,2700
809D2V,6:45:00,8:23:00,1176
809D2V,8:23:00,21:11:00,853
809D2V,21:11:00,22:15:00,1320
809D0I,6:05:00,6:30:00,1500
809D0I,6:30:00,8:16:00,795
809D0I,8:16:00,8:33:00,1020
809D0I,8:33:00,8:41:00,1020
809D0I,8:41:00,8:50:00,540
809D0I,8:50:00,20:50:00,600
809D0I,20:50:00,22:15:00,975
809D0V,5:30:00,5:55:00,1500
809D0V,5:55:00,7:36:00,758
809D0V,7:36:00,8:21:00,675
809D0V,8:21:00,8:30:00,1080
809D0V,8:30:00,8:38:00,480
809D0V,8:38:00,20:37:00,608
809D0V,20:37:00,22:20:00,830
809D1I,6:05:00,6:35:00,1800
809D1I,6:35:00,8:05:00,1350
809D1I,8:05:00,21:23:00,812
809D1I,21:23:00,22:30:00,1260
809D1V,5:30:00,6:00:00,1800
809D1V,6:00:00,7:26:00,1290
809D1V,7:26:00,9:19:00,848
809D1V,9:19:00,9:30:00,1320
809D1V,9:30:00,9:41:00,660
809D1V,9:41:00,20:36:00,802
809D1V,20:36:00,22:25:00,1305
