route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
24,SAB,973D1V21,València,0,9731,SHP_973_V
24,SAB,973D1V22,El Palmar,0,9731,SHP_973_I
24,SAB,973D1V23,València,0,9731,SHP_973_V
24,SAB,973D1V24,El Palmar,0,9731,SHP_973_I
24,SAB,973D1V25,València,0,9731,SHP_973_V
24,SAB,973D1V26,València,0,9731,SHP_973_V
24,SAB,973D1V27,El Palmar,0,9731,SHP_973_I
24,SAB,973D1V28,El Palmar,0,9731,SHP_973_I
24,FES,973D2V0,El Palmar,0,9732,SHP_973_I
24,FES,973D2V1,València,0,9732,SHP_973_V
24,FES,973D2V2,El Palmar,0,9732,SHP_973_I
24,FES,973D2V3,València,0,9732,SHP_973_V
24,FES,973D2V4,El Palmar,0,9732,SHP_973_I
24,FES,973D2V5,València,0,9732,SHP_973_V
24,FES,973D2V6,El Palmar,0,9732,SHP_973_I
24,FES,973D2V7,València,0,9732,SHP_973_V
24,FES,973D2V8,El Palmar,0,9732,SHP_973_I
24,FES,973D2V9,València,0,9732,SHP_973_V
24,FES,973D2V10,El Palmar,0,9732,SHP_973_I
24,FES,973D2V11,València,0,9732,SHP_973_V
24,FES,973D2V12,El Palmar,0,9732,SHP_973_I
24,FES,973D2V13,València,0,9732,SHP_973_V
24,FES,973D2V14,València,0,9732,SHP_973_V
24,FES,973D2V15,El Palmar,0,9732,SHP_973_I
24,FES,973D2V16,El Palmar,0,9732,SHP_973_I
24,FES,973D2V17,València,0,9732,SHP_973_V
24,FES,973D2V18,El Palmar,0,9732,SHP_973_I
24,FES,973D2V19,València,0,9732,SHP_973_V
24,FES,973D2V20,El Palmar,0,9732,SHP_973_I
24,FES,973D2V21,València,0,9732,SHP_973_V
24,FES,973D2V22,El Palmar,0,9732,SHP_973_I
24,FES,973D2V23,València,0,9732,SHP_973_V
24,FES,973D2V24,El Palmar,0,9732,SHP_973_I
24,FES,973D2V25,València,0,9732,SHP_973_V
24,FES,973D2V26,València,0,9732,SHP_973_V
24,FES,973D2V27,El Palmar,0,9732,SHP_973_I
24,FES,973D2V28,El Palmar,0,9732,SHP_973_I
5,FES,911D2V0,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V1,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V2,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V3,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V4,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V5,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V6,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V7,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V8,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V9,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V10,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V11,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V12,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V13,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V14,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V15,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V16,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V17,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V18,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V19,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V20,Porta de la Mar,0,9112,SHP_911_V
5,FES,911D2V21,Estació del Nord,0,9112,SHP_911_I
5,FES,911D2V22,Porta de la Mar,0,9112,SHP_911_V
